at_request,ts_iso,elapsed_s,metric,value
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:n_decode_total,9310.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:n_tokens_max,29361.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:predicted_tokens_seconds,9.10937
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:prompt_seconds_total,2218.86
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:prompt_tokens_cached_total,1219860.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:prompt_tokens_seconds,278.798
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:prompt_tokens_total,562026.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:requests_deferred,0.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:requests_processing,0.0
700,2026-08-27T15:33:09.742+00:00,3053.101,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7410.0
700,2026-08-27T15:33:09.742+00:00,3053.101,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
700,2026-08-27T15:33:09.742+00:00,3053.101,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
700,2026-08-27T15:33:09.742+00:00,3053.101,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:spec_decode_num_accepted_tokens_total,22371.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:spec_decode_num_draft_tokens_total,32876.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:spec_decode_num_drafts_total,8219.0
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:tokens_predicted_seconds_total,1991.74
700,2026-08-27T15:33:09.742+00:00,3053.101,llamacpp:tokens_predicted_total,30674.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:n_busy_slots_per_decode,1.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:n_decode_total,9410.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:n_tokens_max,29361.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:predicted_tokens_seconds,9.08206
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:prompt_seconds_total,2262.65
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:prompt_tokens_cached_total,1219860.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:prompt_tokens_seconds,280.008
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:prompt_tokens_total,574289.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:requests_deferred,0.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:requests_processing,0.0
750,2026-08-27T15:37:04.834+00:00,3288.193,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7460.0
750,2026-08-27T15:37:04.834+00:00,3288.193,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
750,2026-08-27T15:37:04.834+00:00,3288.193,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
750,2026-08-27T15:37:04.834+00:00,3288.193,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:spec_decode_num_accepted_tokens_total,22421.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:spec_decode_num_draft_tokens_total,33076.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:spec_decode_num_drafts_total,8269.0
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:tokens_predicted_seconds_total,1997.24
750,2026-08-27T15:37:04.834+00:00,3288.193,llamacpp:tokens_predicted_total,30774.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:n_busy_slots_per_decode,1.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:n_decode_total,9510.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:n_tokens_max,29361.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:predicted_tokens_seconds,9.10199
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:prompt_seconds_total,2306.56
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:prompt_tokens_cached_total,1219860.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:prompt_tokens_seconds,279.982
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:prompt_tokens_total,586582.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:requests_deferred,0.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:requests_processing,0.0
800,2026-08-27T15:41:00.049+00:00,3523.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7510.0
800,2026-08-27T15:41:00.049+00:00,3523.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
800,2026-08-27T15:41:00.049+00:00,3523.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
800,2026-08-27T15:41:00.049+00:00,3523.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:spec_decode_num_accepted_tokens_total,22471.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:spec_decode_num_draft_tokens_total,33276.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:spec_decode_num_drafts_total,8319.0
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:tokens_predicted_seconds_total,2002.74
800,2026-08-27T15:41:00.049+00:00,3523.408,llamacpp:tokens_predicted_total,30874.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:n_busy_slots_per_decode,1.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:n_decode_total,9610.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:n_tokens_max,29361.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:predicted_tokens_seconds,9.10708
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:prompt_seconds_total,2350.47
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:prompt_tokens_cached_total,1219860.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:prompt_tokens_seconds,277.127
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:prompt_tokens_total,598750.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:requests_deferred,0.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:requests_processing,0.0
850,2026-08-27T15:44:55.911+00:00,3759.27,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7560.0
850,2026-08-27T15:44:55.911+00:00,3759.27,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
850,2026-08-27T15:44:55.911+00:00,3759.27,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
850,2026-08-27T15:44:55.911+00:00,3759.27,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:spec_decode_num_accepted_tokens_total,22521.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:spec_decode_num_draft_tokens_total,33476.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:spec_decode_num_drafts_total,8369.0
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:tokens_predicted_seconds_total,2008.23
850,2026-08-27T15:44:55.911+00:00,3759.27,llamacpp:tokens_predicted_total,30974.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:n_busy_slots_per_decode,1.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:n_decode_total,9710.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:n_tokens_max,29361.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:predicted_tokens_seconds,9.1048
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:prompt_seconds_total,2394.59
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:prompt_tokens_cached_total,1219860.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:prompt_tokens_seconds,277.576
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:prompt_tokens_total,610999.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:requests_deferred,0.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:requests_processing,0.0
900,2026-08-27T15:48:51.872+00:00,3995.231,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7610.0
900,2026-08-27T15:48:51.872+00:00,3995.231,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
900,2026-08-27T15:48:51.872+00:00,3995.231,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
900,2026-08-27T15:48:51.872+00:00,3995.231,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:spec_decode_num_accepted_tokens_total,22571.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:spec_decode_num_draft_tokens_total,33676.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:spec_decode_num_drafts_total,8419.0
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:tokens_predicted_seconds_total,2013.72
900,2026-08-27T15:48:51.872+00:00,3995.231,llamacpp:tokens_predicted_total,31074.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:n_busy_slots_per_decode,1.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:n_decode_total,9810.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:n_tokens_max,29361.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:predicted_tokens_seconds,9.08877
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:prompt_seconds_total,2438.41
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:prompt_tokens_cached_total,1219860.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:prompt_tokens_seconds,279.526
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:prompt_tokens_total,623248.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:requests_deferred,0.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:requests_processing,0.0
950,2026-08-27T15:52:42.395+00:00,4225.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7660.0
950,2026-08-27T15:52:42.395+00:00,4225.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
950,2026-08-27T15:52:42.395+00:00,4225.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
950,2026-08-27T15:52:42.395+00:00,4225.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:spec_decode_num_accepted_tokens_total,22621.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:spec_decode_num_draft_tokens_total,33876.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:spec_decode_num_drafts_total,8469.0
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:tokens_predicted_seconds_total,2019.22
950,2026-08-27T15:52:42.395+00:00,4225.753,llamacpp:tokens_predicted_total,31174.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:n_busy_slots_per_decode,1.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:n_decode_total,9910.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:n_tokens_max,29361.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:predicted_tokens_seconds,9.09551
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:prompt_seconds_total,2482.24
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:prompt_tokens_cached_total,1219860.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:prompt_tokens_seconds,278.941
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:prompt_tokens_total,635474.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:requests_deferred,0.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:requests_processing,0.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7710.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:spec_decode_num_accepted_tokens_total,22671.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:spec_decode_num_draft_tokens_total,34076.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:spec_decode_num_drafts_total,8519.0
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:tokens_predicted_seconds_total,2024.72
1000,2026-08-27T15:56:38.579+00:00,4461.938,llamacpp:tokens_predicted_total,31274.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:n_busy_slots_per_decode,1.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:n_decode_total,10010.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:n_tokens_max,29361.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:predicted_tokens_seconds,9.10774
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:prompt_seconds_total,2526.24
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:prompt_tokens_cached_total,1219860.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:prompt_tokens_seconds,278.915
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:prompt_tokens_total,647745.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:requests_deferred,0.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:requests_processing,0.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7760.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:spec_decode_num_accepted_tokens_total,22721.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:spec_decode_num_draft_tokens_total,34276.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:spec_decode_num_drafts_total,8569.0
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:tokens_predicted_seconds_total,2030.21
1050,2026-08-27T16:00:35.049+00:00,4698.408,llamacpp:tokens_predicted_total,31374.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:n_busy_slots_per_decode,1.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:n_decode_total,10110.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:n_tokens_max,29361.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:predicted_tokens_seconds,9.07577
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:prompt_seconds_total,2570.48
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:prompt_tokens_cached_total,1219860.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:prompt_tokens_seconds,279.648
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:prompt_tokens_total,659979.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:requests_deferred,0.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:requests_processing,0.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7810.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:spec_decode_num_accepted_tokens_total,22771.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:spec_decode_num_draft_tokens_total,34476.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:spec_decode_num_drafts_total,8619.0
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:tokens_predicted_seconds_total,2035.75
1100,2026-08-27T16:04:25.985+00:00,4929.344,llamacpp:tokens_predicted_total,31474.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:n_busy_slots_per_decode,1.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:n_decode_total,10210.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:n_tokens_max,29361.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:predicted_tokens_seconds,9.04739
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:prompt_seconds_total,2614.48
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:prompt_tokens_cached_total,1219860.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:prompt_tokens_seconds,279.607
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:prompt_tokens_total,672283.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:requests_deferred,0.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:requests_processing,0.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7860.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:spec_decode_num_accepted_tokens_total,22821.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:spec_decode_num_draft_tokens_total,34676.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:spec_decode_num_drafts_total,8669.0
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:tokens_predicted_seconds_total,2041.28
1150,2026-08-27T16:08:21.394+00:00,5164.753,llamacpp:tokens_predicted_total,31574.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:n_busy_slots_per_decode,1.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:n_decode_total,10310.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:n_tokens_max,29361.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:predicted_tokens_seconds,8.80304
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:prompt_seconds_total,2659.52
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:prompt_tokens_cached_total,1219860.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:prompt_tokens_seconds,271.467
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:prompt_tokens_total,684510.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:requests_deferred,0.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:requests_processing,0.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7910.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:spec_decode_num_accepted_tokens_total,22871.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:spec_decode_num_draft_tokens_total,34876.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:spec_decode_num_drafts_total,8719.0
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:tokens_predicted_seconds_total,2046.96
1200,2026-08-27T16:12:19.033+00:00,5402.391,llamacpp:tokens_predicted_total,31674.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:n_busy_slots_per_decode,1.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:n_decode_total,10410.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:n_tokens_max,29361.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:predicted_tokens_seconds,8.94305
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:prompt_seconds_total,2704.15
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:prompt_tokens_cached_total,1219860.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:prompt_tokens_seconds,275.965
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:prompt_tokens_total,696825.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:requests_deferred,0.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:requests_processing,0.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",7960.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:spec_decode_num_accepted_tokens_total,22921.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:spec_decode_num_draft_tokens_total,35076.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:spec_decode_num_drafts_total,8769.0
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:tokens_predicted_seconds_total,2052.55
1250,2026-08-27T16:16:13.791+00:00,5637.15,llamacpp:tokens_predicted_total,31774.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:n_busy_slots_per_decode,1.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:n_decode_total,10510.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:n_tokens_max,29361.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:predicted_tokens_seconds,9.01026
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:prompt_seconds_total,2748.59
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:prompt_tokens_cached_total,1219860.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:prompt_tokens_seconds,277.828
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:prompt_tokens_total,709171.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:requests_deferred,0.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:requests_processing,0.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",8010.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:spec_decode_num_accepted_tokens_total,22971.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:spec_decode_num_draft_tokens_total,35276.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:spec_decode_num_drafts_total,8819.0
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:tokens_predicted_seconds_total,2058.1
1300,2026-08-27T16:20:10.954+00:00,5874.312,llamacpp:tokens_predicted_total,31874.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:n_busy_slots_per_decode,1.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:n_decode_total,10610.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:n_tokens_max,29361.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:predicted_tokens_seconds,9.00223
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:prompt_seconds_total,2793.15
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:prompt_tokens_cached_total,1219860.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:prompt_tokens_seconds,274.311
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:prompt_tokens_total,721394.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:requests_deferred,0.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:requests_processing,0.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""0""}",8060.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""1""}",5758.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""2""}",4971.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,"llamacpp:spec_decode_num_accepted_tokens_per_pos_total{position=""3""}",4232.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:spec_decode_num_accepted_tokens_total,23021.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:spec_decode_num_draft_tokens_total,35476.0
1350,2026-08-27T16:24:05.491+00:00,6108.85,llamacpp:spec_decode_num_drafts_total,8869.0
